TC546;TC546;FEDERAL PACIFIC;;N;Y;;Older design - diverter -selector in one tank- epoxy head cracks, gasket problems. Chain drive, requires frequent adjustments - recommend on-line filtration system;Parts available from Pauwells Inc. Contact - Ms.Geri Voepel - Winnipeg, Manitoba, Can.;NYSEG;
TC-546;TC546;FEDERAL PACIFIC;;N;Y;;Older design - diverter -selector in one tank- epoxy head cracks, gasket problems. Chain drive, requires frequent adjustments - recommend on-line filtration system;Parts available from Pauwells Inc. Contact - Ms.Geri Voepel - Winnipeg, Manitoba, Can.;NYSEG;
TLF;TLF;Allis Chalmers;;N;Y;Mechanism hubs and shafts are wearing causing contact alignment issues;;;RGE;Technically removable but not feasible so include LTC score in overall score.
TLH;TLH;Allis-Chalmers;;N;N;;;;;Technically removable but not feasible so include LTC score in overall score.
TLH-10;TLH10;Allis Chalmers;;N;Y;Mechanism hubs and shafts are wearing causing contact alignment issues;;;RGE;Technically removable but not feasible so include LTC score in overall score.
TLH-20;TLH20;Allis-Chalmers;;Y;N;;;;CMP;
TLH21;TLH21;Allis Chalmers;;Y;N;;;;RGE;
TLH-21;TLH21;Allis-Chalmers;;Y;N;;;;CMP;
TLS;TLS;Allis-Chalmers;;N;N;;;;CMP;Technically removable but not feasible so include LTC score in overall score.
TMQ-404L33S9K-100;;ELIN;;;;;;;;
TYPE R;R;REINHAUSEN;;Y;N;;;;NYSEG;
TYPER;R;REINHAUSEN;;Y;N;;;;NYSEG;
URS;URS;Westinghouse;;N;Y;Parts are an issue;Separate diverter - selector compartments. - Oil leaks through headboard and contact bushings. Frequent fibber gear failures in the drive gear compartment;Replacement parts hard to get and very expensive. Some parts were available in Burlington, Ontario , Canada - must check if still available;CMP;
URS-C;URSC;WESTINGHOUSE;;N;Y;Parts are an issue;same as above (URS);same as above (URS);NYSEG;
URT;URT;Westinghouse;;N;Y;High levels of combustible gas produced in transfer compartment;Separate diverter - selector compartments. - Oil leaks through headboard and contact bushings. Frequent fibber gear failures in the drive gear compartment;Replacement parts hard to get and very expensive. Some parts were available in Burlington, Ontario , Canada - must check if still available;RGE;
UT;UT;WESTINGHOUSE;;N;Y;;;;;Technically removable but not feasible so include LTC score in overall score.
UTH;UTH;Westinghouse;;N;Y;Large O+M cost to maintain. Must drain 25,000 gallons to inspect selector compartment;;;RGE;Technically removable but not feasible so include LTC score in overall score.
UTS;UTS;Westinghouse;;N;Y;;Similar to URT (above);Similar to URT (above);CMP;Technically removable but not feasible so include LTC score in overall score.
UTS-A;UTSA;Westinghouse;;N;Y;;Similar to URT (above);Similar to URT (above);CMP;Technically removable but not feasible so include LTC score in overall score.
UTT;UTT;Westinghouse;;N;Y;;Similar to URT (above);Similar to URT (above);CMP;Technically removable but not feasible so include LTC score in overall score.
UTT-A;UTTA;Westinghouse;;N;Y;;Similar to URT (above);Similar to URT (above);CMP;Technically removable but not feasible so include LTC score in overall score.
UTTA MO;UTTAMO;Westinghouse;;N;N;;;;RGE;Technically removable but not feasible so include LTC score in overall score.
UTTA-MO;UTTAMO;Westinghouse;;N;N;;;;RGE;Technically removable but not feasible so include LTC score in overall score.
UTTA-MOD;UTTAMOD;Westinghouse;;N;N;;;;RGE;Technically removable but not feasible so include LTC score in overall score.
UTTB;UTTB;Westinghouse;;N;Y;;Same as above;Same as above;RGE;Technically removable but not feasible so include LTC score in overall score.
UTT-B;UTTB;Westinghouse;;N;Y;;Similar to URT (above);Similar to URT (above);CMP;Technically removable but not feasible so include LTC score in overall score.
UTTMOD;UTTMOD;Westinghouse;;N;N;;;;RGE;Technically removable but not feasible so include LTC score in overall score.
UTT-MOD;UTTMOD;Westinghouse;;N;N;;;;RGE;Technically removable but not feasible so include LTC score in overall score.
UVT;UVT;Westinghouse;Y;N;Y;Outdated vacuum protection system No runback on vacuum failure. Drive shaft failures in both units;Early design of a vacuum diverter. Problems with sequence timing and water leaks through top mounted inspection glass.- Design purchased by MR - redesigned type called RMV;To eliminate frequent problems consider retirement.;RGE;
UVW;UVW;Westinghouse;Y;N;N;;;;CMP;
UZ;UZ;;;Y;N;;;;;
UZD;UZD;ABB;;Y;N;;;;CMP;
UZDRT;UZDRT;Various;;Y;N;;;;RGE;
UZD-RT;UZDRT;VARIOUS;;Y;N;;;;NYSEG;
UZE;UZE;ABB;;Y;N;;;;CMP;
UZE RT;UZERT;ABB;;Y;N;;;;;
UZERN;UZERN;Pauwells Traffo;;Y;N;;;;CMP;
UZERT;UZERT;ABB;;Y;N;;;;CMP;
UZERT 200/600;UZERT;ABB;;Y;N;;;;;
UZF;UZF;PAUWELLS TRAFFO;;Y;N;;;;NYSEG;
UZFRN;UZFRN;Pauwells Traffo;;Y;N;;;;RGE;
UZF-RN;UZFRN;PAUWELLS TRAFFO;;Y;N;;;;NYSEG;
UZFRT;UZFRT;Hevi-Duty (ABB);;Y;N;;;;RGE;
UZF-RT;UZFRT;Hevi-Duty (ABB);;Y;N;;;;;
UZFRT200600;UZFRT;Hevi-Duty (ABB);;Y;N;;;;RGE;
UZRDT;UZRDT;Hevi-Duty (ABB);;Y;N;;;;NYSEG;
V 1;V1;COOPER POWER;Y;n;n;;;;NYSEG;
V 2A;V2A;COOPER POWER;Y;n;n;;;;NYSEG;
V1;V1;PTTI;Y;N;N;;;;RGE;
V1-A;V1A;COOPER POWER;Y;N;N;;;;NYSEG;
V2A;V2A;PTTI;Y;N;N;;;;RGE;
V2-A;V2A;Cooper Power;Y;N;N;;;;RGE;
V-2A;V2A;PTTI;Y;N;N;;;;;
VAC;?;Prolec;Y;;;;;;;
VMLT32;VMLT32;General Electric;Y;N;Y;Problems with vacuum protection system and mechanism drive gears;;;RGE;
VMLT-32;VMLT32;General Electric;Y;N;Y;Problems with vacuum protection system and mechanism drive gears;;;RGE;
VR;VR;REINHAUSEN;Y;Y;N;;;;NYSEG;
VRC;VRC;PROLEC;Y;Y;N;;;;CMP;
VRC11001123;VRC;PROLEC;Y;Y;N;;;;CMP;
VRF;VRF;REINHAUSEN;Y;Y;N;;;;;
VRLTC;VR;REINHAUSEN;Y;Y;N;;;;NYSEG;
VRLTC 1500;VRLTC1500;WEG;Y;Y;N;;;;CMP;
VRLTC1500;VRLTC1500;WEG;Y;Y;N;;;;CMP;
