100015718891;7523632;0207;0207-2A;34.5;1000;;1;;;;1;;;
100015718892;7523022;0207;0207-2B;34.5;1000;;1;;;;1;;;
100015718915;7148420;0207;0207-2C;34.5;1000;;1;;;;1;;;
100015718768;2018951;0207;0207-1A;34.5;1500;;1;;;;1;;;
100015718799;2018950;0207;0207-1C;34.5;1500;;1;;;;1;;;
100015718769;2018952;0207;0207-1B;34.5;1500;;1;;;;1;;;
100015718969;2019927;0208;0208-1C;34.5;3750;;1;;;;1;;;
100015718950;2019930;0208;0208-1B;34.5;3750;;1;;;;1;;;
100015718949;2019929;0208;0208-1A;34.5;3750;;1;;;;1;;;
100015719021;C859781A;0209;0209-1;34.5;3750;;1;;;;1;;;
100015719053;E691922B;0210;0210-1;34.5;5250;;1;;;;1;;;
100015719105;2018953;0212;0212-1A;34.5;1500;;1;;;;1;;;
100015719106;5006560;0212;0212-1B;34.5;1500;;1;;;;1;;;
100015719130;2220226;0212;0212-1C;34.5;1500;;1;;;;1;;;
100015719183;C859781F;0214;0214-1;34.5;3750;;1;;;;1;;;
100015719270;9157561;0215;0215-794REG;34.5;15;;1;;;;1;;;
100015719249;2713188;0215;0215-1C;34.5;1500;;1;;;;1;;;
100015719247;2713189;0215;0215-1A;34.5;1500;;1;;;;1;;;
100015719248;2713190;0215;0215-1B;34.5;1500;;1;;;;1;;;
100015719297;A6084;0216;0216-1;115;56000;;1;;;;1;;;
100015719416;C4639411;0217;0217-1T;34.5;7000;;1;;;;1;;;
100015719443;A3441X;0218;0218-1;34.5;14000;;1;;;;1;;;
100015719674;RDP16501;0230;0082-3;115;22400;;1;;;;1;;;
100015719792;C0345352;0246;0246-1;34.5;7000;;1;;;;1;;;
100015719865;F54616365P;0247;0247-1B;34.5;1500;;1;;;;1;;;
100015719864;F54616565P;0247;0247-1A;34.5;1500;;1;;;;1;;;
100015719877;F54616465P;0247;0247-1C;34.5;1500;;1;;;;1;;;
100015984486;13009;0251;0251-2T;115;42000;;1;;;;1;;;
100015984485;13008;0251;0251-1T;115;42000;;1;;;;1;;;
100015689231;S32137;0251;0251-3T;34.5;20000;;1;;;;1;;;
100015720221;C0292751;0415;0415-1;34.5;10500;;1;;;;1;;;
100015720220;C0292851;0415;0415-2;34.5;10500;;1;;;;1;;;
100015720302;PFR91131;0416;0416-2;34.5;10500;;1;;;;1;;;
100015720262;PFR91132;0416;0416-1;34.5;10500;;1;;;;1;;;
100015720387;F961653;0416;0416-EMSP;34.5;14000;;1;;;;1;;;
100015720388;F960223;0417;0417-1;34.5;7000;;1;;;;1;;;
100015720563;L252586;0418;0418-3;115;22400;;1;;;;1;;;
100015720527;RAR66481;0418;0418-2;115;28000;;1;;;;1;;;
100015720593;RAR66482;0418;0418-5;115;28000;;1;;;;1;;;
100015720450;C0646551;0418;0418-1;115;56000;;1;;;;1;;;
100015720857;F961652;0419;0419-1;115;37400;;1;;;;1;;;
100015720900;SLL949101;0419;0419-2;115;37400;;1;;;;1;;;
100015721131;F961686;0420;0420-1;34.5;10500;;1;;;;1;;;
100015721301;RBP30041;0421;0421-3;34.5;22400;;1;;;;1;;;
100015721359;RBP30111;0421;0421-4;34.5;22400;;1;;;;1;;;
100015721717;G204202;0424;0424-2;115;112000;;1;;;;1;;;
100015721568;G204203;0424;0424-1;115;112000;;1;;;;1;;;
100015721755;S32122;0424;0424-3T;34.5;22400;;1;;;;1;;;
100015721813;G850934B;0428;0428-1;34.5;14000;;1;;;;1;;;
100015722027;98634;0709;0709-1A;12;0;;1;;;;1;;;
100015722028;98641;0709;0709-1B;12;0;;1;;;;1;;;
100015722049;98649;0709;0709-1C;12;0;;1;;;;1;;;
100015722050;98646;0709;0709-1SP;12;0;;1;;;;1;;;
100015722383;3711544;0735;0735-1B;4;0;;1;;;;1;;;
100015722398;3711546;0735;0735-1C;4;0;;1;;;;1;;;
100015722382;3711543;0735;0735-1A;4;0;;1;;;;1;;;
100015722883;6991901;0779;0779-1;34.5;1;;1;;;;1;;;
