0082;100015706127;0082-FUTURE STA 181 708 REG;34.5;;0
0082;100015706160;0082-SPARE 34-4;34.5;;0
83;100015706221;0083-1;34.5;4;860
83;100015706268;0083-2;34.5;4;2320
84;100015706473;0084-1;11;4;1092
85;100015706555;0085-1;34.5;4;803
85;100015706614;0085-2;34.5;4;1122
86;100015706797;0086-1-TRANS;34.5;4;842
86;100015706832;0086-2;34.5;4;275
88;100015707034;0088-1;34.5;4;1546
89;100015707162;0089-1;34.5;4;740
89;100015707213;0089-2;34.5;4;376
89;100015707361;0089-3;115;12;2805
90;100015707500;0090-1;34.5;4;1622
91;100015707593;0091-1;34.5;4;527
91;100015707625;0091-2;34.5;4;1102
92;100015707723;0092-1;34.5;4;1729
93;100015707818;0093-1;115;12;1598
93;100015707839;0093-2;34.5;4;357
95;100015707952;0095-1;34.5;4;1676
95;100015708072;0095-2;34.5;4;2895
96;100015708823;0096-1;34.5;4;3058
97;100015708943;0097-1;34.5;4;2797
100;100015709059;0100-1;34.5;4;602
101;100015709177;0101-1;34.5;4;2330
102;100015709295;0102-1;34.5;4;2474
103;100015709448;0103-1;34.5;4;2145
103;100015709498;0103-2;34.5;4;1602
104;100015709731;0104-1;115;12;6452
106;100015709840;0106-1;34.5;12;3925
109;100015709921;0109-1;34.5;12;2944
109;100015709986;0109-2;34.5;12;3710
110;100015710125;0110-1;34.5;4;1237
111;100015710217;0111-2T;34.5;12;1183
112;100015710244;0112-1;34.5;4;1826
112;100015710310;0112-2;34.5;4;2434
113;100015710477;0113-1;115;12;4573
114;100015710529;0114-1;34.5;4;17
115;100015710625;0115-1;34.5;12;2239
117;100015710768;0117-1;34.5;4;1701
117;100015710820;0117-2;34.5;12;2451
118;100015710949;0118-1;34.5;4;1072
120;100015710977;0120-1;34.5;4;4
120;100015710991;0120-2;34.5;12;940
124;100015712288;0124-1;34.5;12;2704
124;100015712309;0124-2;115;12;2964
125;100015712689;0125-1;34.5;12;630
125;100015712750;0125-2;34.5;12;920
126;100015712866;0126-1;34.5;12;1869
127;100015712972;0127-1;34.5;12;4079
132;100015713482;0132-1;34.5;12;1576
136;100015713786;0136-1 TRANS;34.5;12;3855
142;100015714925;0142-1;34.5;12;1335
142;100015714949;0142-2;34.5;12;1187
143;100015715052;0143-1;34.5;12;1068
144;100015715079;0144-1;34.5;4;1056
145;100015715200;0145-2;34.5;12;1012
0145;100015715231;0145-SPARE;34.5;;0
146;100015715232;0146-1;34.5;12;1728
148;100015715284;0148-1;34.5;4;1175
149;100015715344;0149-1;34.5;4;1248
153;100015715401;0153-1;34.5;4;1530
154;100015715500;0154-2;34.5;12;1118
154;100015715501;0154-1;34.5;4;832
155;100015715616;0155-2;34.5;4;1291
156;100015715754;0156-1;34.5;4;442
156;100015715773;0156-2;34.5;4;541
0158;100015715980;0158-SPARE;115;;0
160;100015716048;0160-1A;34.5;2.4;0
160;100015716049;0160-1B;34.5;2.4;0
160;100015716068;0160-1C;34.5;2.4;0
163;100015716214;0163-1A;34.5;4;786
163;100015716250;0163-1B;34.5;4;786
163;100015716251;0163-1C;34.5;4;786
167;100015716270;0167-1;34.5;4;318
167;100015716325;0167-2;34.5;4;639
168;100015716417;0168-3;115;12;1559
0168;100015716524;0168-IN STOCK;115;;0
169;100015716566;0169-1-TRANS;34.5;4;777
0170;100015716756;0170-1SP;34.5;;0
171;100015716900;0171-1A;34.5;4;917
171;100015716929;0171-1B;34.5;4;917
171;100015716930;0171-1C;34.5;4;917
0171;100015716931;0171-1SP;34.5;;0
173;100015717038;0173-1A;34.5;4;1138
173;100015717039;0173-1C;34.5;4;1138
173;100015717040;0173-1B;34.5;4;1138
0173;100015717050;0173-1SP;34.5;;0
174;100015717158;0174-1A;34.5;4;835
174;100015717159;0174-1B;34.5;4;835
174;100015717160;0174-1C;34.5;4;835
0174;100015717174;0174-1SP;34.5;;0
175;100015717240;0175-1A;34.5;4;908
175;100015717241;0175-1B;34.5;4;908
175;100015717242;0175-1C;34.5;4;908
176;100015717256;0176-1;34.5;4;367
0175;100015717257;0175-1SP;34.5;;0
176;100015717385;0176-2;34.5;4;332
179;100015717515;0179-1A;34.5;4;428
179;100015717548;0179-1B;34.5;4;428
179;100015717549;0179-1C;34.5;4;428
181;100015717650;0181-1;34.5;4;1058
184;100015717748;0184-1B;34.5;4;157
184;100015717749;0184-1A;34.5;4;157
184;100015717772;0184-1C;34.5;4;157
189;100015717789;0189-2;34.5;12;2090
192;100015717861;0192-1A;34.5;4;607
192;100015717862;0192-1B;34.5;4;607
192;100015717869;0192-1C;34.5;4;607
193;100015717930;0193-1;34.5;4;1062
194;100015717985;0194-3;34.5;12;3225
195;100015718052;0195-1;34.5;12;932
198;100015718089;0198-1;34.5;4;2148
202;100015718300;0202-1;34.5;12;1972
205;100015718647;0205-1;34.5;4;648
205;100015718671;0205-2;34.5;12;1901
207;100015718768;0207-1A-TRANS;34.5;4;292
207;100015718769;0207-1B;34.5;4;292
207;100015718799;0207-1C;34.5;4;292
0207;100015718891;0207-2A;34.5;;0
0207;100015718892;0207-2B;34.5;;0
0207;100015718915;0207-2C;34.5;;0
208;100015718949;0208-1A;34.5;4;709
208;100015718950;0208-1B;34.5;4;709
208;100015718969;0208-1C;34.5;4;709
209;100015719021;0209-1;34.5;4;841
210;100015719053;0210-1;34.5;4;1653
212;100015719105;0212-1A;34.5;4;398
212;100015719106;0212-1B;34.5;4;398
212;100015719130;0212-1C;34.5;4;398
214;100015719183;0214-1;34.5;4;820
215;100015719247;0215-1A;34.5;4;489
215;100015719248;0215-1B;34.5;4;489
215;100015719249;0215-1C-TRANS;34.5;4;489
217;100015719416;0217-1T;34.5;12;1852
218;100015719443;0218-1;34.5;12;794
230;100015719674;0230-1;115;12;2570
246;100015719792;0246-1;34.5;4;485
247;100015719864;0247-1A;34.5;4;974
247;100015719865;0247-1B;34.5;4;974
247;100015719877;0247-1C;34.5;4;974
416;100015720262;0416-1;34.5;12;0
416;100015720302;0416-2;34.5;12;0
0416;100015720387;0416-EMSP;34.5;;0
417;100015720388;0417-1;34.5;4;2
418;100015720450;0418-1;115;12;46
418;100015720527;0418-2;115;12;0
418;100015720563;0418-3;115;12;3662
418;100015720593;0418-5;115;12;4618
419;100015720857;0419-1;115;12;3045
419;100015720900;0419-2;115;12;5246
420;100015721131;0420-1;34.5;4;1059
421;100015721301;0421-3;34.5;12;1883
421;100015721359;0421-4;34.5;12;1413
424;100015721755;0424-3T;34.5;12;1599
428;100015721813;0428-1;34.5;12;2612
0709;100015722050;0709-1SP;12;;0
Mobile;100016783861;Mobile #5;45;;0
