WALDOBORO;100015781718;WALDOBORO-252T1 -TRANS;;;4175
WARREN;100015781727;WARREN-253T1 -TRANS;;;1689
WEST STREET;100015781789;WEST STREET-255T1 -TRANS;;;3403
WOOLWICH;100015781864;WOOLWICH-258T1 -TRANS;;;2862
BATH 115;100015782416;BATH 115-261T2 -TRANS;;;1969
BATH 115;100015782421;BATH 115-261T3 -TRANS;;;0
BATH 115;100015782464;BATH 115-261T1 -TRANS;;;0
PUDDLEDOCK ROAD;100015782564;PUDDLEDOCK ROAD-262T1 -TRANS;;;0
BOWMAN STREET;100015782812;BOWMAN STREET-T1 -TRANS;;;0
BOWMAN STREET;100015782962;BOWMAN STREET-T2 -TRANS;;;0
MEADOW ROAD;100015783076;MEADOW ROAD-270T1 -TRANS;;;0
NORTH AUGUSTA;100015783304;NORTH AUGUSTA-272T1 -TRANS;;;1708
NORTH AUGUSTA;100015783363;NORTH AUGUSTA-272T2-TRANS;;;1
NASC;100015783549;NASC-902-SPARE T POWER TRANSFORMER-TRANS;;;0
MAINE YANKEE 115;100015783572;Maine Yankee-274T2-TRANS;;;1370
NEWCASTLE;100015783708;NEWCASTLE-275T1 -TRANS;;;0
NEWCASTLE;100015783724;NEWCASTLE-275T2 -TRANS;;;0
ANDOVER;100015783839;ANDOVER-400T1-L -TRANS;;;1058
ANDOVER;100015783842;ANDOVER-400T1-M -TRANS;;;1058
ANDOVER;100015783844;ANDOVER-400T1-R -TRANS;;;1058
BETHEL;100015783868;BETHEL-403T1 -TRANS;;;1699
BRIDGTON;100015783909;BRIDGTON-406T1 -TRANS;;;3822
CROWLEYS;100015784079;CROWLEYS-411T1 -TRANS;;;0
CROWLEYS;100015784142;CROWLEYS-411T2 -TRANS;;;2042
DEER RIPS;100015784274;DEER RIPS-412T2 -TRANS;;;2544
DEER RIPS;100015784328;DEER RIPS-412T4 -TRANS;;;3285
DENMARK;100015784391;DENMARK-413T1 -TRANS;;;2053
FRYEBURG;100015784435;FRYEBURG-415T1 -TRANS;;;241
FRYEBURG;100015784440;FRYEBURG-415T2 -TRANS;;;468
Larrabee Road;100015785076;Larrabee Road-T1-TRANS;;;0
HIRAM HYDRO;100015785175;HIRAM-419T3 -TRANS;;;665
HOTEL RD;100015785267;HOTEL RD-420T1 -TRANS;;;0
HOTEL ROAD;100015785328;HOTEL RD-420T2 -TRANS;;;3203
HOTEL RD;100015785437;HOTEL RD-420T3 -TRANS;;;0
CHALLENGER DRIVE;100015785508;CHALLENGER-421T1 -TRANS;;;1333
CHALLENGER DRIVE;100015785516;CHALLENGER-421T2 -TRANS;;;1
KIMBALL RD;100015785806;KIMBALL RD-423T1;;;0
NASC;100015786172;CMP Spare Substations Transformers;;;0
NASC;100015786228;CMP Spare Substations Transformers;;;0
LEWISTON LWR;100015786231;LEWISTON LWR-424T5 -TRANS;;;0
NASC;100015786552;CMP Spare Substations Transformers;;;0
GULF ISL;100015786738;GULF ISL-427T4 -TRANS;;;0
LIVERMORE FALLS;100015787097;LIV FALLS-428T1 -TRANS;;;1707
LOVELL;100015787401;LOVELL-430T1 -TRANS;;;1876
LOVELL;100015787415;LOVELL-430T2 -TRANS;;;0
MECHANIC FALLS;100015787530;MECH FALLS-431T1 -TRANS;;;2036
MECHANIC FALLS;100015787532;MECH FALLS-431T2 -TRANS;;;3198
NORWAY;100015787690;NORWAY-435T1 -TRANS;;;0
NORWAY;100015787694;NORWAY-435T2 -TRANS;;;5929
OXFORD;100015788084;OXFORD-437T1 -TRANS;;;2633
PAPOOSE PND;100015788150;PAPOOSE PND-438TGND-R -TRANS;;;0
PAPOOSE PND;100015788158;PAPOOSE PND-438TGND-M -TRANS;;;0
PAPOOSE PND;100015788160;PAPOOSE PND-438TGND-L -TRANS;;;0
SUROWIEC;100015788588;SUROWIEC-442T1 -TRANS;;;0
RAYMOND 34;100015789886;RAYMOND 34-444T1 -TRANS;;;4200
RAYMOND 115;100015789919;RAYMOND 115-445T1 -TRANS;;;0
RAYMOND 115;100015789946;RAYMOND 115-445T2 -TRANS;;;0
RUMFORD;100015790176;RUMFORD-447T3 -TRANS;;;0
RUMFORD;100015790221;RUMFORD-447T4 -TRANS;;;0
RILEY;100015790522;RILEY-449T1 -TRANS;;;1525
SABATTUS;100015790658;SABATTUS-450T1 -TRANS;;;4966
WOODSTOCK;100015790723;WOODSTOCK-452T1 -TRANS;;;0
WOODSTOCK;100015790754;WOODSTOCK-452T2 -TRANS;;;0
TRAP CORNER;100015790997;TRAP CORNER-453T1 -TRANS;;;1590
TURNER;100015791047;TURNER-454T1 -TRANS;;;2403
MONMOUTH;100015791239;Monmouth-T2-TRANS;;;3278
MONMOUTH;100015791241;Monmouth-TI-TRANS;;;2884
WEST BRIDGTON;100015791315;WEST BRIDGTON-458T1 -TRANS;;;1673
RUMFORD IP;100015791475;RUMFORD IP-466T1 -TRANS;;;2983
ROXBURY;100015791674;Roxbury-TI-TRANS;;;4804
LEEDS;100015791859;LEEDS-TI-TRANS;;;2075
BASSETT;100015791907;Bassett-602TI-TRANS;;;1480
NASC;100015792112;CMP Spare Substations Transformers;;;0
BIDDEFORD PUMP;100015792169;BIDDEFORD PUMP-605T1 -TRANS;;;3501
BISHOP STREET;100015792262;BISHOP ST-607T2 -TRANS;;;2079
BISHOP STREET;100015792276;BISHOP ST-607T1 -TRANS;;;4404
BONNY EAGLE;100015792424;BONNY EAGLE-610T4 -TRANS;;;3826
BRIGHTON AVENUE;100015792527;BRIGHTON AVE-611T1 -TRANS;;;1770
BUTLER'S CORNER;100015792540;BUTLER'S CORNER-612T1 -TRANS;;;5487
CAPE S/S;100015792783;CAPE S/S-614T2 -TRANS;;;0
CAPE S/S;100015792785;CAPE S/S-614T3 -TRANS;;;0
CAPE S/S;100015792789;CAPE S/S-614T4 -TRANS;;;0
DUNSTAN;100015792936;DUNSTAN-617T1 -TRANS;;;2509
ELM STREET;100015793742;ELM STREET-T1 -TRANS;;;0
ELM STREET;100015793767;ELM STREET-T2 -TRANS;;;4680
ELM STREET;100015793771;ELM STREET-T3 -TRANS;;;2360
FALMOUTH;100015794010;FALMOUTH-622T1 -TRANS;;;2933
FOREST AVENUE;100015794089;FOREST AVENUE-623T1 -TRANS;;;1862
FORT HILL;100015794137;FORT HILL-624T1 -TRANS;;;3143
KENNEBUNKPORT;100015794432;KENNEBUNKPORT-629T1 -TRANS;;;3431
KENNEBUNKPORT;100015794436;KENNEBUNKPORT-629T2 -TRANS;;;1952
GOOSEFARE;100015794452;Goosefare-TI-TRANS;;;2555
LIMERICK;100015794640;LIMERICK-632T1 -TRANS;;;5222
LOUDEN;100015794846;LOUDEN-633T1 -TRANS;;;0
LOUDEN;100015794874;LOUDEN-633T2 -TRANS;;;0
LOUDEN;100015794926;LOUDEN-633T3 -TRANS;;;1620
MAY STREET;100015795320;MAY STREET-634T1 -TRANS;;;2547
MAY STREET;100015795362;MAY STREET-634T2 -TRANS;;;5675
MOSHERS;100015795580;MOSHERS-635T1 -TRANS;;;0
MOSHERS;100015795643;MOSHERS-635T2 -TRANS;;;3077
MUSSEY ROAD;100015795913;MUSSEY ROAD-636T1 -TRANS;;;375
NORTH LIMINGTON;100015796061;N LIMINGTON-638T1 -TRANS;;;2453
Valle Lane;100015796544;Valle Lane-TI-TRANS;;;0
PLESNT HILL;100015796881;PLESNT HILL-644T1 -TRANS;;;0
PLEASANT HILL ROAD;100015796903;PLESNT HILL-644T2 -TRANS;;;4516
PLEASANT HILL ROAD;100015796907;PLESNT HILL-644T3 -TRANS;;;1053
PRIDES CNR;100015797463;PRIDES CNR-647T1 -TRANS;;;0
PRIDES CORNER;100015797520;PRIDES CNR-647T2 -TRANS;;;5314
Maguire Road;100015797989;Maguire Road-T1-TRANS;;;0
QUAKER HILL;100015798202;QUAKER HILL-649T1 -TRANS;;;0
QUAKER HILL;100015798235;QUAKER HILL-649T2 -TRANS;;;0
FORE RIVER;100015798509;FORE RIVER-653T1 -TRANS;;;0
FORE RIVER;100015798512;FORE RIVER-653T2 -TRANS;;;0
SANFORD IP;100015798663;SANFORD IP-656T1 -TRANS;;;1609
SANFORD SWTCH;100015798803;SANFRD SWTCH-657T1 -TRANS;;;2590
W BUXTON 115;100015798912;W BUXTON 115-658T1 -TRANS;;;0
W BUXTON 115;100015798948;W BUXTON 115-658T2 -TRANS;;;0
SEWALL ST;100015799256;SEWALL ST-659T1 -TRANS;;;0
SEWALL ST;100015799314;SEWALL ST-659T3 -TRANS;;;0
NASC;100015799446;CMP Spare Substations Transformers;;;0
PRATT & WHITNEY;100015799458;PRATT & W-661T1 -TRANS;;;4097
SOUTH BERWICK;100015799507;S BERWICK-663T1 -TRANS;;;3048
SPRING ST;100015799992;SPRING ST-668T1 -TRANS;;;0
SPRING STREET;100015799998;SPRING ST-668T2 -TRANS;;;1466
SPRING STREET;100015800004;SPRING ST-668T3 -TRANS;;;159
SPRING STREET;100015800058;SPRING ST-668T4 -TRANS;;;137
SPRING ST;100015800060;SPRING ST-668T5 -TRANS;;;0
WATERBORO;100015800474;WATERBORO-671T1 -TRANS;;;3574
BIDD IP;100015800543;BIDD IP-673T1 -TRANS;;;0
BIDD IP;100015800598;BIDD IP-673T2 -TRANS;;;1031
WESTBROOK;100015800652;WESTBROOK-674T1 -TRANS;;;3497
WESTERN AVENUE;100015800783;WESTERN AVE-675T1 -TRANS;;;1575
YORK BEACH;100015800817;YORK BEACH-676T1 -TRANS;;;4620
YORK HARBOR;100015800879;YORK HARBOR-677T1 -TRANS;;;1729
BAR MILLS;100015800924;BAR MILLS-678T4 -TRANS;;;3330
SANFORD 115;100015801205;SANFORD 115-680T1 -TRANS;;;0
SANFORD 115;100015801270;SANFORD 115-680T2 -TRANS;;;0
BRANCH BRK;100015801392;BRANCH BRK-681T1 -TRANS;;;0
BRANCH BROOK;100015801444;BRANCH BRK-681T2 -TRANS;;;2431
BRANCH BROOK;100015801455;BRANCH BRK-681T3 -TRANS;;;1265
SWETT ROAD;100015801561;SWETT RD-682T1 -TRANS;;;3641
S GORHAM;100015801888;S GORHAM-683T1 -TRANS;;;0
S GORHAM;100015802455;S GORHAM-T2-TRANS;;;0
BOLT HILL;100015802769;BOLT HILL-685T2 -TRANS;;;0
BOLT HILL;100015802773;BOLT HILL-685T3 -TRANS;;;0
BOLT HILL;100015802801;BOLT HILL-685T4 -TRANS;;;0
ELIOT;100015802898;ELIOT-687T1 -TRANS;;;2260
KITTERY;100015802952;KITTERY-688T1 -TRANS;;;3015
BRAGDON COMMONS;100015803017;BRAGDONC-T1 -TRANS;;;1902
HINCKLEY POND;100015803059;HINCKLEY PD-690T1 -TRANS;;;8020
SCARBOROUGH;100015803135;SCARBOROUGH-693T1 -TRANS;;;2083
RED BROOK;100015803241;RED BROOK-696T1 -TRANS;;;0
LINCOLNVILLE;100015803865;LINCOLNVIL-800T1 -TRANS;;;2697
BROOKS;100015803935;BROOKS-805T1;;;1615
BUCKSPORT;100015804165;BUCKSPORT-806T3 -TRANS;;;5994
BUCKSPORT;100015804198;BUCKSPORT-806T5 -TRANS;;;1938
BURNHAM;100015804486;BURNHAM-807T1 -TRANS;;;1107
CARMEL;100015804538;CARMEL-808T1 -TRANS;;;3602
CLINTON;100015804546;CLINTON-810T1 -TRANS;;;1815
CORINNA;100015804594;CORINNA-811T1 -TRANS;;;1569
DETROIT;100015804722;DETROIT-812T1 -TRANS;;;9707
DETROIT;100015804741;DETROIT-812T2 -TRANS;;;2060
DEXTER;100015804841;DEXTER-813T1 -TRANS;;;1540
DEXTER;100015804855;DEXTER-813T2 -TRANS;;;1804
DOVER;100015804932;DOVER-815T1 -TRANS;;;671
DOVER;100015804937;DOVER-815T2 -TRANS;;;2197
EAST WILTON;100015805003;EAST WILTON-816T1 -TRANS;;;705
FARMINGTON FALLS;100015805060;FARMINGTON FALLS-818T1 -TRANS;;;1807
GREENVILLE;100015805182;GREENVILLE-820T1 -TRANS;;;2096
GUILFORD;100015805308;GUILFORD-821T1 -TRANS;;;2428
GUILFORD;100015805389;GUILFORD-821T2 -TRANS;;;13461
HARRIS;100015805600;HARRIS-823T1 -TRANS;;;0
HARRIS HYDRO;100015805604;HARRIS-823T5 -TRANS;;;1293
HARTLAND;100015805617;HARTLAND--824T1 -TRANS;;;2342
ATHENS;100015805771;ATHENS S/S-T1-TRANS;;;1927
MONSON;100015805847;MONSON-834T1 -TRANS;;;1007
MONSON;100015805850;MONSON-834TGND-L -TRANS;;;0
MONSON;100015805852;MONSON-834TGND-M -TRANS;;;0
NEW PORTLAND;100015805899;NEW PORTLAND-835T1-TRANS;;;777
MONSON;100015805903;MONSON-834TGND-R -TRANS;;;0
NEW VINEYARD;100015805924;NEW VINEYARD-836T1 -TRANS;;;312
NEWPORT;100015805962;NEWPORT-837T1 -TRANS;;;1193
NEW VINEYARD;100015805968;New Vineyard-836T1-M -TRANS;;;312
NEW VINEYARD;100015805973;New Vineyard-836T1-R-TRANS;;;312
NEWPORT;100015805991;NEWPORT-837T2-L -TRANS;;;1712
NORTH ANSON;100015806054;N Anson-838T1-L -TRANS;;;616
NORTH ANSON;100015806057;N Anson-838T1-L2-TRANS;;;616
NORTH ANSON;100015806059;N Anson-838T1-M -TRANS;;;616
NORTH ANSON;100015806062;N Anson-838T1-M2-TRANS;;;616
NORTH ANSON;100015806064;N Anson-838T1-R -TRANS;;;616
NORTH ANSON;100015806066;N Anson-838T1-R2 -TRANS;;;616
OAKLAND;100015806108;Oakland-839T1-1 -TRANS;;;2618
PHILIPS/STRONG;100015806379;PHILIPS STRONG-841T1 -TRANS;;;1720
PITTSFIELD;100015806440;PITTSFIELD-842T1-1 -TRANS;;;524
LAKEWOOD;100015806550;LAKEWOOD-843T1 -TRANS;;;0
PROSPECT;100015806643;PROSPECT-846T1 -TRANS;;;2835
SEARSPORT;100015806703;SEARSPORT-850T1 -TRANS;;;2466
SHAWMUT;100015806761;SHAWMUT-852T3 -TRANS;;;1177
SKOWHEGAN NORTH SIDE;100015806820;SKOWHEGAN N SIDE-853T1 -TRANS;;;3055
SKOWHEGAN SOUTH SIDE;100015806878;SKOWHEGAN S SIDE-854T1-M -TRANS;;;3350
SOUTH WATERVILLE;100015806891;SOUTH WATERVILLE-855T1 -TRANS;;;2624
STURTEVANT;100015806985;STURTEVANT-858T1 -TRANS;;;9057
STURTEVANT;100015807045;STURTEVANT-858T2 -TRANS;;;4091
UNITY;100015807121;UNITY-860T1 -TRANS;;;4360
VASSALBORO;100015807171;VASSALBORO-861T1 -TRANS;;;2981
WILLIAMS;100015807495;WILLIAMS-867T1 -TRANS;;;0
WESTON;100015807529;WESTON-866T2 -TRANS;;;3469
EMBDEN;100015807560;EMDEN-868T1 -TRANS;;;1614
Albion Road;100015807921;Albion Road-TI-TRANS;;;0
WINSLOW;100015808259;WINSLOW-870T1 -TRANS;;;0
WINSLOW;100015808269;WINSLOW-870T3 -TRANS;;;0
WINSLOW;100015808307;WINSLOW-870T2 -TRANS;;;0
WYMAN HYDRO;100015808853;WYMAN HYDRO-872T11 -TRANS;;;1323
RICE RIPS;100015809130;RICE RIPS-873T1 -TRANS;;;0
RICE RIPS;100015809184;RICE RIPS-873T2 -TRANS;;;121
BELFAST 115;100015809262;BELFAST 115-874T1 -TRANS;;;0
BELFAST 115;100015809272;BELFAST 115-874T2 -TRANS;;;2750
BELFAST 115;100015809383;BELFAST 115-874T3 -TRANS;;;0
RANGELEY;100015809482;RANGELEY-875T1 -TRANS;;;1794
RANGELEY;100015809534;RANGELEY-875-GRBANK;;;0
RANGELEY;100015809537;RANGELEY-875-GRBANK;;;0
RANGELEY;100015809539;RANGELEY-875-GRBANK;;;0
STRATTON;100015809616;STRATTON-877T1 -TRANS;;;827
BIGELOW;100015809657;BIGELOW-882T1 -TRANS;;;3614
DALLAS TAP;100015809791;DALLAS TAP-883T1 -TRANS;;;4
WILTON;100015809917;WILTON-885T1 -TRANS;;;2294
NASC;100015809951;CMP Spare Substations Transformers;;;0
NASC;100015809957;CMP Spare Substations Transformers;;;0
NASC;100015809962;CMP Spare Substations Transformers;;;0
NASC;100015809964;CMP Spare Substations Transformers;;;0
NASC;100015809968;CMP Spare Substations Transformers;;;0
NASC;100015809973;CMP Spare Substations Transformers;;;0
NASC;100015809993;CMP Spare Substations Transformers;;;0
NASC;100015809995;CMP Spare Substations Transformers;;;0
NASC;100015809998;CMP Spare Substations Transformers;;;0
NASC;100015810000;CMP Spare Substations Transformers;;;0
NASC;100015810002;CMP Spare Substations Transformers;;;0
NASC;100015810005;CMP Spare Substations Transformers;;;0
NASC;100015810008;CMP Spare Substations Transformers;;;0
NASC;100015810010;CMP Spare Substations Transformers;;;0
NASC;100015810015;CMP Spare Substations Transformers;;;0
NASC;100015810018;CMP Spare Substations Transformers;;;0
MOSHERS;100015810021;MOSHERS-635T2 -TRANS;;;0
LAKEWOOD;100015810023;LAKEWOOD-843T2-TRANS;;;0
BRISTOL;100015810026;BRISTOL-210T1 -TRANS;;;4136
NASC;100015810029;CMP Spare Substations Transformers;;;0
MEADOW ROAD;100015810031;MEADOW ROAD-270T2 -TRANS;;;1198
NASC;100015810033;CMP Spare Substations Transformers;;;0
Coopers Mills Road;100015993145;Coopers Mills Road-T3-TRANS;;;0
Coopers Mills Road;100015993147;Coopers Mills Road-T2-TRANS;;;0
WINSLOW;100016128891;WINSLOW-870T4 -TRANS;;;3056
NASC;100016138854;CMP Spare Substations Transformers;;;0
NASC;100016138855;CMP Spare Substations Transformers;;;0
NASC;100016138856;CMP Spare Substations Transformers;;;0
NASC;100016138861;CMP Spare Substations Transformers;;;0
NASC;100016138878;CMP Spare Substations Transformers;;;0
NASC;100016143908;CMP Spare Substations Transformers;;;0
NASC;100016143914;CMP Spare Substations Transformers;;;0
NASC;100016143915;CMP Spare Substations Transformers;;;0
HARRIS;100016143935;HARRIS-SPARE-TRANS;;;0
NASC;100016143936;CMP Spare Substations Transformers;;;0
NASC;100016143937;CMP Spare Substations Transformers;;;0
NASC;100016143938;CMP Spare Substations Transformers;;;0
MOBILE 12;100016147166;MOBILE 12 -MOBILE 12-T12-TRANS;;;0
MOBILE 14;100016147178;MOBILE 14 -MOBILE 14-T14-TRANS;;;0
MOBILE 15;100016147180;MOBILE 15 -MOBILE 15-T15-TRANS;;;0
KIMBALL ROAD;100016234946;KIMBALL RD-423T2-TRANS;;;2821
SOUTH SANFORD;100016234962;S SANFORD-667T2 -TRANS;;;3280
SOUTH SANFORD;100016234971;S SANFORD-667T1 -TRANS;;;3280
SOUTH CHINA;100016234983;SOUTH CHINA-244T1 -TRANS;;;3808
SHAWS MILL ROAD;100016234986;SHAWS MILLS-660T1 -TRANS;;;2003
NASC;100016235018;CMP Spare Substations Transformers;;;0
Dogtown road 115kV SVC Detr;100016583395;Dogtown road 115kV SVC Detr-891T1-TRANS;;;0
Dogtown road 115kV SVC Detr;100016583400;Dogtown road 115kV SVC Detr-891T2-TRANS;;;0
BRUNSWICK HYDRO;100017000397;BRUNSWICK HYDRO-273T2 -TRANS;;;2447
BERWICK;100017009883;BERWICK-603T1 -TRANS;;;1731
